latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode
-22.960249,-67.786899,20.0,0.0,712.4748116895407,0,1,-46.3885360407793,-1,0,0,10.0,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.961217,-67.786888,100.0,0.0,712.4748116895407,0,1,-46.3885360407793,-1,0,0,10.0,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.964186666779632,-67.78782520124585,520.3511783422173,7.481490559748949,712.4748116895407,0,1,-46.3885360407793,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963767747315003,-67.78776579486691,561.2167034299982,7.481490559748949,712.4748116895407,0,1,-51.38853604077932,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.964186666779632,-67.78782520124585,520.3511783422173,7.481490559748949,712.4748116895407,0,1,-46.3885360407793,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963767747315003,-67.78776579486691,561.2167034299982,7.481490559748949,712.4748116895407,0,1,-51.38853604077932,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.964186666779632,-67.78782520124585,520.3511783422173,7.481490559748949,712.4748116895407,0,1,-46.3885360407793,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963767747315003,-67.78776579486691,561.2167034299982,7.481490559748949,712.4748116895407,0,1,-51.38853604077932,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.964186666779632,-67.78782520124585,520.3511783422173,7.481490559748949,712.4748116895407,0,1,-46.3885360407793,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.96408495227622,-67.78781077728283,530.9482911939785,7.481490559748949,712.4748116895407,0,1,-47.638536040779314,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9639811944527,-67.78779606354033,541.2948448338948,7.481490559748949,712.4748116895407,0,1,-48.88853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963875442689474,-67.78778106702224,551.3859161063001,7.481490559748951,712.4748116895407,0,1,-50.13853604077931,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.963767747315003,-67.78776579486691,561.2167034299982,7.481490559748949,712.4748116895407,0,1,-51.38853604077932,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
