,az,el,datetime(utc)
0,76.52569572275107,-5.582764287432997,2025-12-01 16:01:15.094
1,76.52569572275107,-5.582764287432997,2025-12-01 16:01:15.193
2,76.53823288187627,-5.525767288096427,2025-12-01 16:01:15.293
3,76.53823288187627,-5.525767288096427,2025-12-01 16:01:15.390
4,76.48174113821455,-5.472540094418675,2025-12-01 16:01:15.505
5,76.4817411375426,-5.42060248137885,2025-12-01 16:01:15.596
6,76.4817411375426,-5.42060248137885,2025-12-01 16:01:15.698
7,76.48174113757166,-5.368655933563977,2025-12-01 16:01:15.795
8,76.48174113757166,-5.368655933563977,2025-12-01 16:01:15.905
9,76.48174113757166,-5.368655933563977,2025-12-01 16:01:16.007
10,76.48174113757166,-5.368655933563977,2025-12-01 16:01:16.100
11,76.48174113757166,-5.368655933563977,2025-12-01 16:01:16.206
12,76.48174113757166,-5.368655933563977,2025-12-01 16:01:16.307
13,76.48174113669904,-5.316700533287977,2025-12-01 16:01:16.402
14,76.48174113669904,-5.316700533287977,2025-12-01 16:01:16.500
15,76.48174113700404,-5.264736363677542,2025-12-01 16:01:16.605
16,76.49430398961557,-5.208036285977658,2025-12-01 16:01:16.703
17,76.4943039895815,-5.156101463647985,2025-12-01 16:01:16.803
18,76.49430398923059,-5.104158145361242,2025-12-01 16:01:16.907
19,76.4943039890679,-5.000246354744947,2025-12-01 16:01:17.005
20,76.49430398814921,-4.844317037370978,2025-12-01 16:01:17.106
21,76.49430398714883,-4.740324046660148,2025-12-01 16:01:17.205
22,76.50684394574797,-4.58011725472445,2025-12-01 16:01:17.306
23,76.50684394492555,-4.424141609014424,2025-12-01 16:01:17.409
24,76.50684394413041,-4.268100244940987,2025-12-01 16:01:17.507
25,76.50684394352207,-4.111995435975766,2025-12-01 16:01:17.516
26,76.50684394273907,-3.9558294616514584,2025-12-01 16:01:17.709
27,76.5193610685042,-3.7961561244317696,2025-12-01 16:01:17.812
28,76.5193610674269,-3.5879568457529976,2025-12-01 16:01:17.830
29,76.5193610663786,-3.4317448107106725,2025-12-01 16:01:18.012
30,76.51936106610701,-3.2754816947596628,2025-12-01 16:01:18.114
31,76.51936106571058,-3.0670553861265843,2025-12-01 16:01:18.133
