,az,el,datetime(utc)
0,75.96619646464654,-5.5732054092107095,2025-11-28 16:45:15.491
1,76.03486580154052,-5.569558003284455,2025-11-28 16:45:15.598
2,76.04769971864312,-5.513243760599653,2025-11-28 16:45:15.679
3,76.04769971864312,-5.513243760599653,2025-11-28 16:45:15.783
4,76.0605105366452,-5.457019946392566,2025-11-28 16:45:15.894
5,76.06051053566847,-5.405717821535108,2025-11-28 16:45:15.978
6,76.01767432282031,-5.3995916052498805,2025-11-28 16:45:16.180
7,76.01767432110319,-5.3483382648712645,2025-11-28 16:45:16.281
8,76.01767432110319,-5.3483382648712645,2025-11-28 16:45:16.386
9,76.01767431991095,-5.297076339760644,2025-11-28 16:45:16.484
10,76.01767431991095,-5.297076339760644,2025-11-28 16:45:16.585
11,76.03048600428579,-5.24112208101979,2025-11-28 16:45:16.683
12,76.03048600356757,-5.189888515058986,2025-11-28 16:45:16.787
13,76.03048600356757,-5.189888515058986,2025-11-28 16:45:16.898
14,75.97493569863434,-5.137411667821009,2025-11-28 16:45:16.986
15,75.97493569806282,-5.086173726249569,2025-11-28 16:45:17.096
16,75.97493569595503,-5.034927627644542,2025-11-28 16:45:17.197
17,75.974935694047,-4.983673451740334,2025-11-28 16:45:17.298
18,75.9877711287086,-4.9280102968079245,2025-11-28 16:45:17.389
19,75.98777112534076,-4.8255529255085525,2025-11-28 16:45:17.497
20,75.93229438241224,-4.773162249158398,2025-11-28 16:45:17.598
21,75.93229437751309,-4.619432388597187,2025-11-28 16:45:17.690
22,75.93229437456309,-4.516908641444609,2025-11-28 16:45:17.795
23,75.94515339855317,-4.35917694307738,2025-11-28 16:45:17.898
24,75.94515339525411,-4.256672784776843,2025-11-28 16:45:17.996
25,75.9451533900393,-4.102865564640433,2025-11-28 16:45:18.094
26,76.01337302481566,-3.8951575423532754,2025-11-28 16:45:18.198
27,76.01337302032277,-3.741315241413834,2025-11-28 16:45:18.299
28,76.01337301537244,-3.5874189131148224,2025-11-28 16:45:18.397
29,76.06878331953132,-3.4342940483169286,2025-11-28 16:45:18.497
30,76.08150340527438,-3.2260209443981065,2025-11-28 16:45:18.599
31,76.13689371833614,-3.0727936163636618,2025-11-28 16:45:18.699
32,76.13689371393106,-2.918752290809417,2025-11-28 16:45:18.802
33,76.1242202094835,-2.7671419145660634,2025-11-28 16:45:18.899
34,76.1796836297634,-2.61350335314442,2025-11-28 16:45:19.003
35,76.17968362524141,-2.407714401608686,2025-11-28 16:45:19.104
36,76.17968362171467,-2.253331609201109,2025-11-28 16:45:19.205
37,76.23517347088914,-2.099414526391469,2025-11-28 16:45:19.305
38,76.23517346843161,-1.9449318709275347,2025-11-28 16:45:19.409
39,76.23517346503502,-1.7904209354854006,2025-11-28 16:45:19.510
40,76.23517346241093,-1.6358839604456228,2025-11-28 16:45:19.614
41,76.23517345946226,-1.4813231839684813,2025-11-28 16:45:19.708
42,76.22257075342773,-1.1731905598536434,2025-11-28 16:45:19.909
43,76.22257075026896,-1.0184331397977593,2025-11-28 16:45:20.014
44,76.22257074684633,-0.8120672007013067,2025-11-28 16:45:20.107
45,76.16703408293937,-0.6571223199182225,2025-11-28 16:45:20.214
46,76.16703407999825,-0.5023610324827473,2025-11-28 16:45:20.313
47,76.1670340751905,-0.29600165665380734,2025-11-28 16:45:20.412
48,76.1670340716801,-0.14122680525341513,2025-11-28 16:45:20.514
49,76.16703406887292,0.013550093695918934,2025-11-28 16:45:20.612
50,76.16703406098438,0.3746914717241914,2025-11-28 16:45:20.816
51,76.15436183065674,0.47830044246764525,2025-11-28 16:45:20.918
52,76.15436182567218,0.6848338063873334,2025-11-28 16:45:21.015
