,az,el,datetime(utc)
0,78.8052792347248,-5.540031888185502,2025-11-30 17:15:32.396
1,78.81554867785633,-5.483985814482576,2025-11-30 17:15:32.500
2,78.75952529534678,-5.482929561266599,2025-11-30 17:15:32.704
3,78.75952530084989,-5.43186976003195,2025-11-30 17:15:32.787
4,78.75952530084989,-5.43186976003195,2025-11-30 17:15:32.890
5,78.75952530548349,-5.3808013058293565,2025-11-30 17:15:32.992
6,78.75952530548349,-5.3808013058293565,2025-11-30 17:15:33.095
7,78.75952531120052,-5.329724276445881,2025-11-30 17:15:33.191
8,78.75952531120052,-5.329724276445881,2025-11-30 17:15:33.293
9,78.75952531685189,-5.278638752847414,2025-11-30 17:15:33.395
10,78.75952532194158,-5.22754481050139,2025-11-30 17:15:33.507
11,78.75952532194158,-5.22754481050139,2025-11-30 17:15:33.707
12,78.75952532742198,-5.176442532156517,2025-11-30 17:15:33.796
13,78.75952532742198,-5.176442532156517,2025-11-30 17:15:33.906
14,78.70352371475813,-5.124339388792506,2025-11-30 17:15:33.996
15,78.70352372012353,-5.073230470850813,2025-11-30 17:15:34.100
16,78.70352372572553,-5.022113457627214,2025-11-30 17:15:34.208
17,78.70352373066655,-4.97098843001464,2025-11-30 17:15:34.303
18,78.71387192435142,-4.864334532455313,2025-11-30 17:15:34.402
19,78.71387195561893,-4.557602938594624,2025-11-30 17:15:34.704
20,78.71387197118122,-4.4041378239481,2025-11-30 17:15:34.808
21,78.65794080356744,-4.249782446266511,2025-11-30 17:15:34.905
22,78.65794081853734,-4.096222515361942,2025-11-30 17:15:35.003
23,78.65794083953436,-3.89138460389853,2025-11-30 17:15:35.108
24,78.65794085557087,-3.7376904913488285,2025-11-30 17:15:35.207
25,78.6579408759299,-3.5326815810713983,2025-11-30 17:15:35.305
26,78.65794089069243,-3.378865166551818,2025-11-30 17:15:35.408
27,78.65794090591459,-3.224999988316043,2025-11-30 17:15:35.506
28,78.6579409371373,-2.9171321361222993,2025-11-30 17:15:35.708
29,78.6579409523125,-2.7631338673791155,2025-11-30 17:15:35.812
30,78.64754420632227,-2.611451818367282,2025-11-30 17:15:35.910
31,78.6475442216667,-2.4572370250225606,2025-11-30 17:15:36.011
32,78.64754423656002,-2.3029866115351374,2025-11-30 17:15:36.115
33,78.59158644022351,-2.1482809936310945,2025-11-30 17:15:36.212
34,78.59158645523902,-1.9939962685119288,2025-11-30 17:15:36.321
35,78.59158647002114,-1.8396826213727306,2025-11-30 17:15:36.415
36,78.60203176422911,-1.6838213299079237,2025-11-30 17:15:36.521
