,az,el,datetime(utc)
0,77.6174834891311,-5.107482661501774,2025-11-27 16:56:17.943
1,77.62900514983691,-4.895026972254322,2025-11-27 16:56:18.056
2,77.62900516286132,-4.635092226876468,2025-11-27 16:56:18.133
3,77.69714097839753,-4.111792679056573,2025-11-27 16:56:18.337
4,77.69714099237015,-3.851495964854516,2025-11-27 16:56:18.439
5,77.69714100872913,-3.538930585563041,2025-11-27 16:56:18.539
6,77.69714102266593,-3.278297474985605,2025-11-27 16:56:18.639
7,77.69714103639653,-3.0175285080649985,2025-11-27 16:56:18.740
8,77.7538007102052,-2.7572264826910717,2025-11-27 16:56:18.839
9,77.7423990328684,-2.5507159997418336,2025-11-27 16:56:18.943
10,77.74239904731024,-2.2893291411947114,2025-11-27 16:56:19.056
11,77.74239906174394,-2.027846939905068,2025-11-27 16:56:19.141
12,77.74239907332908,-1.818599817606799,2025-11-27 16:56:19.241
13,77.7423990877674,-1.5569733436174484,2025-11-27 16:56:19.352
14,77.74239909905636,-1.347624894534938,2025-11-27 16:56:19.456
15,77.74239910796807,-1.1905896459515546,2025-11-27 16:56:19.543
16,77.74239911601725,-1.0335365161101007,2025-11-27 16:56:19.645
17,77.74239912528756,-0.8764678676209394,2025-11-27 16:56:19.744
18,77.74239913107549,-0.7717479745550698,2025-11-27 16:56:19.853
19,77.74239913372445,-0.7193860529205897,2025-11-27 16:56:19.956
20,77.74239913372445,-0.7193860529205897,2025-11-27 16:56:20.047
21,77.74239913687269,-0.6670229312296114,2025-11-27 16:56:20.153
22,77.74239913372445,-0.7193860529205897,2025-11-27 16:56:20.353
23,77.6971411577137,-0.7185735390945321,2025-11-27 16:56:20.457
24,77.6971411577137,-0.7185735390945321,2025-11-27 16:56:20.556
25,77.68569000007128,-0.6668793548530471,2025-11-27 16:56:20.658
26,77.68569000007128,-0.6668793548530471,2025-11-27 16:56:20.752
27,77.69714116285796,-0.613964582728754,2025-11-27 16:56:20.854
28,77.69714116285796,-0.613964582728754,2025-11-27 16:56:20.957
29,77.69714116505602,-0.5616585284094985,2025-11-27 16:56:21.054
30,77.69714116505602,-0.5616585284094985,2025-11-27 16:56:21.157
31,77.69714116830485,-0.5093515408882222,2025-11-27 16:56:21.357
32,77.69714116830485,-0.5093515408882222,2025-11-27 16:56:21.461
33,77.69714116830485,-0.5093515408882222,2025-11-27 16:56:21.559
34,77.69714116830485,-0.5093515408882222,2025-11-27 16:56:21.662
35,77.76518165638414,-0.5089955222287947,2025-11-27 16:56:21.760
36,77.76518165638414,-0.5089955222287947,2025-11-27 16:56:21.863
37,77.77654166733568,-0.5085309123853963,2025-11-27 16:56:21.964
38,77.77654166436788,-0.5607535004194308,2025-11-27 16:56:22.072
39,77.84441679873564,-0.5603612147740207,2025-11-27 16:56:22.164
40,77.85568614560982,-0.5598503226698719,2025-11-27 16:56:22.369
41,77.92339638046872,-0.5594583908811269,2025-11-27 16:56:22.473
42,77.93457554384186,-0.5589489958149282,2025-11-27 16:56:22.566
43,77.99101163774483,-0.5590662334437406,2025-11-27 16:56:22.669
44,78.00212133425934,-0.5585574262659974,2025-11-27 16:56:22.767
45,78.06957231079032,-0.5581656320703557,2025-11-27 16:56:22.870
46,78.08059259353523,-0.5576583182776144,2025-11-27 16:56:22.973
47,78.1369284862571,-0.5577736171111605,2025-11-27 16:56:23.073
48,78.14787974335889,-0.5572668927128286,2025-11-27 16:56:23.170
49,78.21507225970615,-0.5568752529648372,2025-11-27 16:56:23.274
50,78.28217015344501,-0.6083068591783163,2025-11-27 16:56:23.375
51,78.29296417570976,-0.6077551535222508,2025-11-27 16:56:23.473
52,78.35989903783117,-0.6073271808718589,2025-11-27 16:56:23.575
53,78.37060517093106,-0.6067770997380977,2025-11-27 16:56:23.582
54,78.43737745416632,-0.6063495485276019,2025-11-27 16:56:23.777
55,78.50405547209895,-0.6575408092566314,2025-11-27 16:56:23.879
56,78.51460632566454,-0.6569462680987531,2025-11-27 16:56:23.987
