,az,el,datetime(utc)
0,75.35340633412585,-3.9812547195628185,2025-11-27 18:26:09.807
1,75.36281825737639,-3.942668386289306,2025-11-27 18:26:09.915
2,75.40171507148374,-3.9433642022425484,2025-11-27 18:26:10.002
3,75.4017150767171,-3.9072622138914745,2025-11-27 18:26:10.106
4,75.4017150767171,-3.9072622138914745,2025-11-27 18:26:10.203
5,75.41109239835247,-3.8687324228471227,2025-11-27 18:26:10.312
6,75.41109239835247,-3.8687324228471227,2025-11-27 18:26:10.416
7,75.41109239835247,-3.8687324228471227,2025-11-27 18:26:10.510
8,75.4110924035565,-3.8326467337391885,2025-11-27 18:26:10.615
9,75.4110924035565,-3.8326467337391885,2025-11-27 18:26:10.720
10,75.41109240943484,-3.796558001691712,2025-11-27 18:26:10.817
11,75.41109240943484,-3.796558001691712,2025-11-27 18:26:10.907
12,75.41109240943484,-3.796558001691712,2025-11-27 18:26:11.015
13,75.41109241475877,-3.7604662515397242,2025-11-27 18:26:11.114
14,75.41109241475877,-3.7604662515397242,2025-11-27 18:26:11.215
15,75.41109241984007,-3.7243715143849143,2025-11-27 18:26:11.312
16,75.41109241984007,-3.7243715143849143,2025-11-27 18:26:11.416
17,75.41109241984007,-3.7243715143849143,2025-11-27 18:26:11.515
18,75.41109242496746,-3.688273816796464,2025-11-27 18:26:11.617
19,75.41109242496746,-3.688273816796464,2025-11-27 18:26:11.720
20,75.41109242496746,-3.688273816796464,2025-11-27 18:26:11.816
21,75.4110924307726,-3.652173187368985,2025-11-27 18:26:11.918
22,75.4110924307726,-3.652173187368985,2025-11-27 18:26:12.018
23,75.42045797513344,-3.6138052161908383,2025-11-27 18:26:12.121
24,75.38160669421825,-3.5770912544536797,2025-11-27 18:26:12.218
25,75.38160670394976,-3.5049275881356703,2025-11-27 18:26:12.321
26,75.38160670922818,-3.4688415656548495,2025-11-27 18:26:12.424
27,75.3816067194868,-3.3966612852128386,2025-11-27 18:26:12.532
28,75.38160673463103,-3.2883706991064146,2025-11-27 18:26:12.633
29,75.39098325676179,-3.214150680634061,2025-11-27 18:26:12.723
30,75.39098327243391,-3.105888879340121,2025-11-27 18:26:12.830
