latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959728,-67.786903,0.60,0.00,0.87,0.47,0.60,0.60,0.87,0.47,3,2025-11-27 18:00:35.121,2025-11-27 19:00:35.122,13,0,0,51.936,-22.959732,-67.786904,0.50,0.10,-0.70,-1.30,2.90,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435120,4326,4328,4324,4334,4334,4332,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,14307,0,13.00,29.00,1176.00,0.00,0.00,0.00,11,6.00,8.66,4.69,5.00,1.00,-7.00,0,,,100,100,13,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959727,-67.786903,0.70,0.00,0.73,0.53,0.70,0.70,0.87,0.53,101,2025-11-27 18:00:35.219,2025-11-27 19:00:35.219,13,0,0,51.936,-22.959732,-67.786904,0.40,0.10,-0.60,-1.80,3.30,117.50,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435218,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,18.00,33.00,1175.00,0.00,0.00,0.00,11,7.00,7.28,5.33,4.00,1.00,-6.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959727,-67.786903,0.70,0.00,0.73,0.59,0.70,0.70,0.87,0.59,117,2025-11-27 18:00:35.235,2025-11-27 19:00:35.235,13,0,0,51.936,-22.959732,-67.786904,0.40,0.10,-0.60,-2.50,3.80,117.40,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435234,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,25.00,38.00,1174.00,0.00,0.00,0.00,11,7.00,7.28,5.92,4.00,1.00,-6.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959726,-67.786903,0.80,0.00,0.65,0.65,0.80,0.80,0.87,0.65,303,2025-11-27 18:00:35.420,2025-11-27 19:00:35.420,13,0,0,51.936,-22.959732,-67.786904,0.40,0.10,-0.50,-2.40,3.90,117.50,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435420,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,24.00,39.00,1175.00,0.00,0.00,0.00,11,8.00,6.48,6.50,4.00,1.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959726,-67.786902,0.80,0.00,0.67,0.70,0.80,0.80,0.87,0.70,403,2025-11-27 18:00:35.520,2025-11-27 19:00:35.520,13,0,0,51.936,-22.959732,-67.786904,0.40,0.20,-0.50,-1.70,4.10,117.50,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435520,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,17.00,41.00,1175.00,0.00,0.00,0.00,11,8.00,6.71,7.04,4.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959725,-67.786902,0.80,0.00,0.67,0.75,0.80,0.80,0.87,0.75,503,2025-11-27 18:00:35.621,2025-11-27 19:00:35.621,13,0,0,51.936,-22.959732,-67.786904,0.40,0.20,-0.50,-0.90,4.20,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435620,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,9.00,42.00,1176.00,0.00,0.00,0.00,11,8.00,6.71,7.54,4.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959725,-67.786902,0.90,0.00,0.67,0.80,0.90,0.90,0.87,0.80,604,2025-11-27 18:00:35.722,2025-11-27 19:00:35.722,13,0,0,51.936,-22.959732,-67.786904,0.40,0.20,-0.50,-0.50,4.40,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435721,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,5.00,44.00,1176.00,0.00,0.00,0.00,11,9.00,6.71,8.03,4.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959725,-67.786902,0.90,0.00,0.57,0.84,0.90,0.90,0.87,0.84,705,2025-11-27 18:00:35.823,2025-11-27 19:00:35.823,13,0,0,51.936,-22.959732,-67.786904,0.40,0.10,-0.40,-0.30,4.50,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435822,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,3.00,45.00,1176.00,0.00,0.00,0.00,11,9.00,5.74,8.45,4.00,1.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959724,-67.786902,1.00,0.00,0.59,0.89,1.00,1.00,0.87,0.89,807,2025-11-27 18:00:35.924,2025-11-27 19:00:35.924,13,0,0,51.936,-22.959732,-67.786904,0.30,0.10,-0.50,-0.10,4.50,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,TakeOff,1,0,0,0,0,0,0,1764266435924,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,1.00,45.00,1176.00,0.00,0.00,0.00,11,10.00,5.92,8.87,3.00,1.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959724,-67.786902,1.00,0.00,0.51,0.93,1.00,1.00,0.87,0.93,907,2025-11-27 18:00:36.025,2025-11-27 19:00:36.025,13,0,0,51.936,-22.959732,-67.786904,0.30,0.10,-0.40,-0.30,4.40,117.60,0,1,0,99,88,-1307,14211,51936,2951.50,50,GPS,1,0,0,0,0,0,0,1764266436024,4326,4328,4324,4334,4334,4332,18,,,,,,,0,0,0,3.00,44.00,1176.00,0.00,0.00,0.00,6,10.00,5.10,9.27,3.00,1.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
