latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959780,-67.786894,0.60,0.00,0.63,0.21,0.60,0.60,0.63,0.21,3,2025-11-30 17:15:32.396,2025-11-30 14:15:32.396,15,0,0,52.125,-22.959780,-67.786896,0.00,0.20,-0.60,1.20,-0.40,91.70,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932395,4339,4337,4338,4337,4344,4332,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,14111,0,-12.00,-4.00,917.00,0.00,3.00,49.00,11,6.00,6.32,2.14,0.00,2.00,-6.00,0,,,100,100,15,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959780,-67.786893,0.70,0.00,0.54,0.24,0.70,0.70,0.63,0.24,107,2025-11-30 17:15:32.500,2025-11-30 14:15:32.500,15,0,0,52.125,-22.959780,-67.786896,0.00,0.20,-0.50,1.80,0.00,91.70,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932499,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-18.00,0.00,917.00,0.00,4.00,48.00,11,7.00,5.39,2.39,0.00,2.00,-5.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,0.70,0.00,0.32,0.28,0.70,0.70,0.63,0.28,311,2025-11-30 17:15:32.704,2025-11-30 14:15:32.704,16,0,0,52.125,-22.959780,-67.786896,0.00,0.10,-0.30,2.80,0.00,91.60,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932703,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-28.00,0.00,916.00,0.00,4.00,48.00,11,7.00,3.16,2.83,0.00,1.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,0.80,0.00,0.32,0.29,0.80,0.80,0.63,0.29,395,2025-11-30 17:15:32.787,2025-11-30 14:15:32.787,16,0,0,52.125,-22.959780,-67.786896,0.00,0.10,-0.30,2.90,0.20,91.60,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932787,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-29.00,2.00,916.00,0.00,4.00,48.00,11,8.00,3.16,2.90,0.00,1.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,0.80,0.00,0.30,0.30,0.80,0.80,0.63,0.30,498,2025-11-30 17:15:32.890,2025-11-30 14:15:32.890,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.30,2.30,0.60,91.50,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932890,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-23.00,6.00,915.00,0.00,3.00,49.00,11,8.00,3.00,3.00,0.00,0.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,0.90,0.00,0.30,0.30,0.90,0.90,0.63,0.30,599,2025-11-30 17:15:32.992,2025-11-30 14:15:32.992,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.30,1.80,0.90,91.50,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522932991,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-18.00,9.00,915.00,0.00,3.00,49.00,11,9.00,3.00,3.02,0.00,0.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,0.90,0.00,0.30,0.31,0.90,0.90,0.63,0.31,703,2025-11-30 17:15:33.095,2025-11-30 14:15:33.096,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.30,1.70,0.70,91.50,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522933095,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-17.00,7.00,915.00,0.00,3.00,50.00,11,9.00,3.00,3.06,0.00,0.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,1.00,0.00,0.30,0.31,1.00,1.00,0.63,0.31,798,2025-11-30 17:15:33.191,2025-11-30 14:15:33.191,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.30,1.60,0.30,91.50,0,1,0,100,89,-906,14111,52125,2961.50,46,TakeOff,1,0,0,0,0,0,0,1764522933190,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-16.00,3.00,915.00,0.00,3.00,50.00,11,10.00,3.00,3.09,0.00,0.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,1.00,0.00,0.40,0.31,1.00,1.00,0.63,0.31,901,2025-11-30 17:15:33.293,2025-11-30 14:15:33.293,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.40,1.40,0.00,91.50,0,1,0,100,89,-906,14111,52125,2961.50,46,GPS,1,0,0,0,0,0,0,1764522933293,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-14.00,0.00,915.00,0.00,3.00,49.00,6,10.00,4.00,3.13,0.00,0.00,-4.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959779,-67.786893,1.10,0.00,0.30,0.31,1.10,1.10,0.63,0.31,1003,2025-11-30 17:15:33.395,2025-11-30 14:15:33.396,16,0,0,52.125,-22.959780,-67.786896,0.00,0.00,-0.30,1.30,-0.10,91.40,0,1,0,100,89,-906,14111,52125,2961.50,46,WP,1,0,0,0,0,0,0,1764522933395,4339,4337,4338,4337,4344,4332,18,,,,,,,0,0,0,-13.00,-1.00,914.00,0.00,3.00,49.00,14,11.00,3.00,3.10,0.00,0.00,-3.00,0,,,100,100,15,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
