latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959732,-67.786905,0.40,0.00,0.63,0.21,0.40,0.40,0.63,0.21,3,2025-11-27 18:26:09.807,2025-11-27 19:26:09.807,15,0,0,50.411,-22.959732,-67.786907,0.00,0.20,-0.60,0.90,0.90,161.40,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267969806,4199,4201,4194,4207,4206,4207,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,14307,0,-9.00,9.00,1614.00,0.00,0.00,0.00,11,4.00,6.32,2.08,0.00,2.00,-6.00,0,,,100,100,13,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959732,-67.786904,0.50,0.00,0.55,0.24,0.50,0.50,0.63,0.24,112,2025-11-27 18:26:09.915,2025-11-27 19:26:09.915,15,0,0,50.411,-22.959732,-67.786907,-0.10,0.20,-0.50,1.00,1.20,161.40,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267969915,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-10.00,12.00,1614.00,0.00,0.00,0.00,11,5.00,5.48,2.44,-1.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786904,0.50,0.00,0.55,0.27,0.50,0.50,0.63,0.27,198,2025-11-27 18:26:10.002,2025-11-27 19:26:10.002,15,0,0,50.411,-22.959732,-67.786907,-0.10,0.20,-0.50,1.30,1.50,161.40,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970001,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-13.00,15.00,1614.00,0.00,0.00,0.00,11,5.00,5.48,2.75,-1.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786904,0.60,0.00,0.55,0.31,0.60,0.60,0.63,0.31,303,2025-11-27 18:26:10.106,2025-11-27 19:26:10.106,15,0,0,50.411,-22.959732,-67.786907,-0.10,0.20,-0.50,1.70,1.70,161.40,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970106,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-17.00,17.00,1614.00,0.00,0.00,0.00,11,6.00,5.48,3.07,-1.00,2.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786904,0.60,0.00,0.45,0.34,0.60,0.60,0.63,0.34,400,2025-11-27 18:26:10.203,2025-11-27 19:26:10.203,15,0,0,50.411,-22.959732,-67.786907,0.00,0.20,-0.40,2.20,1.90,161.50,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970203,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-22.00,19.00,1615.00,0.00,0.00,0.00,11,6.00,4.47,3.36,0.00,2.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786903,0.70,0.00,0.45,0.36,0.70,0.70,0.63,0.36,509,2025-11-27 18:26:10.312,2025-11-27 19:26:10.312,16,0,0,50.411,-22.959732,-67.786907,0.00,0.20,-0.40,2.40,2.10,161.50,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970312,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-24.00,21.00,1615.00,0.00,0.00,0.00,11,7.00,4.47,3.64,0.00,2.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786903,0.70,0.00,0.41,0.39,0.70,0.70,0.63,0.39,613,2025-11-27 18:26:10.416,2025-11-27 19:26:10.417,16,0,0,50.411,-22.959732,-67.786907,0.00,0.10,-0.40,2.50,2.30,161.40,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970416,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-25.00,23.00,1614.00,0.00,0.00,0.00,11,7.00,4.12,3.88,0.00,1.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786903,0.70,0.00,0.32,0.41,0.70,0.70,0.63,0.41,707,2025-11-27 18:26:10.510,2025-11-27 19:26:10.510,16,0,0,50.411,-22.959732,-67.786907,0.00,0.10,-0.30,2.10,2.40,161.30,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970510,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-21.00,24.00,1613.00,0.00,0.00,0.00,11,7.00,3.16,4.09,0.00,1.00,-3.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786903,0.80,0.00,0.32,0.43,0.80,0.80,0.63,0.43,812,2025-11-27 18:26:10.615,2025-11-27 19:26:10.615,16,0,0,50.411,-22.959732,-67.786907,0.00,0.10,-0.30,1.80,2.30,161.30,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970615,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-18.00,23.00,1613.00,0.00,0.00,0.00,11,8.00,3.16,4.28,0.00,1.00,-3.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959733,-67.786903,0.80,0.00,0.32,0.44,0.80,0.80,0.63,0.44,916,2025-11-27 18:26:10.720,2025-11-27 19:26:10.720,16,0,0,50.411,-22.959732,-67.786907,0.00,0.10,-0.30,1.70,2.20,161.30,0,1,0,85,88,-2985,12207,50411,3001.50,50,TakeOff,1,0,0,0,0,0,0,1764267970719,4199,4201,4194,4207,4206,4207,18,,,,,,,0,0,0,-17.00,22.00,1613.00,0.00,0.00,0.00,11,8.00,3.16,4.39,0.00,1.00,-3.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
