latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959769,-67.786887,0.40,0.00,0.79,0.27,0.40,0.40,0.79,0.27,4,2025-11-29 19:33:01.784,2025-11-29 16:33:01.784,15,0,0,51.819,-22.959767,-67.786889,-0.20,0.30,-0.70,0.20,-1.80,91.20,0,1,0,100,90,-893,13987,51819,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444781783,4320,4322,4317,4328,4323,4328,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,13987,0,-2.00,-18.00,912.00,0.00,-5.00,14.00,11,4.00,7.87,2.65,-2.00,3.00,-7.00,0,,,100,100,18,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786887,0.50,0.00,0.70,0.31,0.50,0.50,0.79,0.31,92,2025-11-29 19:33:01.872,2025-11-29 16:33:01.872,15,0,0,51.819,-22.959767,-67.786889,-0.20,0.30,-0.60,1.30,-2.90,91.20,0,1,0,100,90,-893,13987,51819,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444781871,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-13.00,-29.00,912.00,0.00,-5.00,16.00,11,5.00,7.00,3.14,-2.00,3.00,-6.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786886,0.60,0.00,0.62,0.36,0.60,0.60,0.79,0.36,199,2025-11-29 19:33:01.979,2025-11-29 16:33:01.979,15,0,0,51.819,-22.959767,-67.786889,-0.20,0.30,-0.50,2.80,-3.20,91.50,0,1,0,100,90,-893,13987,51819,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444781978,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-28.00,-32.00,915.00,0.00,-5.00,16.00,11,6.00,6.16,3.65,-2.00,3.00,-5.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786886,0.60,0.00,0.51,0.41,0.60,0.60,0.79,0.41,296,2025-11-29 19:33:02.075,2025-11-29 16:33:02.075,15,0,0,49.378,-22.959767,-67.786889,-0.10,0.30,-0.40,4.10,-3.30,91.70,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782075,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-41.00,-33.00,917.00,0.00,-5.00,14.00,11,6.00,5.10,4.11,-1.00,3.00,-4.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786885,0.70,0.00,0.54,0.44,0.70,0.70,0.79,0.44,397,2025-11-29 19:33:02.176,2025-11-29 16:33:02.176,16,0,0,49.378,-22.959767,-67.786889,0.00,0.20,-0.50,4.50,-2.70,91.70,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782176,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-45.00,-27.00,917.00,0.00,-5.00,11.00,11,7.00,5.39,4.43,0.00,2.00,-5.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786885,0.70,0.00,0.45,0.47,0.70,0.70,0.79,0.47,500,2025-11-29 19:33:02.280,2025-11-29 16:33:02.280,16,0,0,49.378,-22.959767,-67.786889,0.00,0.20,-0.40,4.20,-1.60,91.60,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782279,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-42.00,-16.00,916.00,0.00,-5.00,10.00,11,7.00,4.47,4.71,0.00,2.00,-4.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786885,0.80,0.00,0.54,0.49,0.80,0.80,0.79,0.49,595,2025-11-29 19:33:02.374,2025-11-29 16:33:02.374,16,0,0,49.378,-22.959767,-67.786889,0.00,0.20,-0.50,3.60,-0.90,91.40,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782374,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-36.00,-9.00,914.00,0.00,-5.00,11.00,11,8.00,5.39,4.90,0.00,2.00,-5.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786885,0.80,0.00,0.51,0.51,0.80,0.80,0.79,0.51,699,2025-11-29 19:33:02.479,2025-11-29 16:33:02.479,16,0,0,49.378,-22.959767,-67.786889,0.00,0.10,-0.50,3.10,-0.20,91.20,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782478,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-31.00,-2.00,912.00,0.00,-5.00,13.00,11,8.00,5.10,5.12,0.00,1.00,-5.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786884,0.90,0.00,0.51,0.52,0.90,0.90,0.79,0.52,796,2025-11-29 19:33:02.576,2025-11-29 16:33:02.576,16,0,0,49.378,-22.959767,-67.786889,0.00,0.10,-0.50,3.30,0.30,91.00,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782575,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-33.00,3.00,910.00,0.00,-5.00,13.00,11,9.00,5.10,5.25,0.00,1.00,-5.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959769,-67.786884,0.90,0.00,0.41,0.54,0.90,0.90,0.79,0.54,900,2025-11-29 19:33:02.680,2025-11-29 16:33:02.680,16,0,0,49.378,-22.959767,-67.786889,0.00,0.10,-0.40,3.50,0.80,91.10,0,1,0,100,90,-22859,13987,49378,2841.50,43,TakeOff,1,0,0,0,0,0,0,1764444782679,4320,4322,4317,4328,4323,4328,18,,,,,,,0,0,0,-35.00,8.00,911.00,0.00,-6.00,17.00,11,9.00,4.12,5.39,0.00,1.00,-4.00,0,,,100,100,18,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
