latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,actiontype2,actionparam2,actiontype3,actionparam3,actiontype4,actionparam4,actiontype5,actionparam5,actiontype6,actionparam6,actiontype7,actionparam7,actiontype8,actionparam8,actiontype9,actionparam9,actiontype10,actionparam10,actiontype11,actionparam11,actiontype12,actionparam12,actiontype13,actionparam13,actiontype14,actionparam14,actiontype15,actionparam15,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode,photo_timeinterval,photo_distinterval
-22.959751,-67.786888,30.000000,257.162539,0.000000,0,1,-11.830513,0,5.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,10.000000,-22.959970,-67.787925,7.134000,0,-1,-1
-22.959751,-67.786888,373.268994,357.300365,0.000000,0,1,-47.244036,0,5.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,10.000000,-22.959970,-67.787925,7.134000,0,-1,-1
-22.963029,-67.787769,374.268994,349.957917,0.000000,0,1,-47.004072,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959999,-67.788348,8.531174,0,-1,-1
-22.963029,-67.787778,374.268994,350.103366,0.000000,0,1,-47.013421,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959999,-67.788348,8.531174,0,-1,-1
-22.963029,-67.787769,374.268994,351.420032,0.000000,0,1,-47.089544,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959992,-67.788264,8.028396,0,-1,-1
-22.963029,-67.787778,374.268994,351.566144,0.000000,0,1,-47.097049,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959992,-67.788264,8.028396,0,-1,-1
-22.963029,-67.787769,374.268994,352.886356,0.000000,0,1,-47.156355,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959985,-67.788179,7.637187,0,-1,-1
-22.963029,-67.787778,374.268994,353.032986,0.000000,0,1,-47.161999,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959985,-67.788179,7.637187,0,-1,-1
-22.963029,-67.787769,374.268994,354.355874,0.000000,0,1,-47.204414,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959979,-67.788095,7.357667,0,-1,-1
-22.963029,-67.787778,374.268994,354.502877,0.000000,0,1,-47.208184,0,5000.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959979,-67.788095,7.357667,0,-1,-1
