latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode
-22.960249,-67.786899,20.0,0.0,491.3307134308068,0,1,-41.909190290410336,-1,0,0,10.0,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.961217,-67.786888,100.0,0.0,491.3307134308068,0,1,-41.909190290410336,-1,0,0,10.0,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963324341107636,-67.7877714776524,333.5991910877856,350.09045013750676,491.3307134308068,0,1,-41.909190290410336,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96305774870259,-67.78782176949835,364.21720075201483,350.09045013750676,491.3307134308068,0,1,-46.90919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963324341107636,-67.7877714776524,333.5991910877856,350.09045013750676,491.3307134308068,0,1,-41.909190290410336,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96305774870259,-67.78782176949835,364.21720075201483,350.09045013750676,491.3307134308068,0,1,-46.90919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963324341107636,-67.7877714776524,333.5991910877856,350.09045013750676,491.3307134308068,0,1,-41.909190290410336,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96305774870259,-67.78782176949835,364.21720075201483,350.09045013750676,491.3307134308068,0,1,-46.90919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963324341107636,-67.7877714776524,333.5991910877856,350.09045013750676,491.3307134308068,0,1,-41.909190290410336,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96305774870259,-67.78782176949835,364.21720075201483,350.09045013750676,491.3307134308068,0,1,-46.90919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963324341107636,-67.7877714776524,333.5991910877856,350.09045013750676,491.3307134308068,0,1,-41.909190290410336,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96325993514341,-67.78778362761108,341.49729492238566,350.09045013750676,491.3307134308068,0,1,-43.15919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96319401338647,-67.78779606354033,349.23543972906555,350.09045013750676,491.3307134308068,0,1,-44.40919029041034,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.963126607212338,-67.78780877952039,356.80994315893804,350.09045013750676,491.3307134308068,0,1,-45.65919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
-22.96305774870259,-67.78782176949835,364.21720075201483,350.09045013750676,491.3307134308068,0,1,-46.90919029041035,-1,0,0,1.5,-22.96007463000001,-67.78838458,5.403000000999782,0
