latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode
-22.960249,-67.786899,20.0,0.0,511.6625855328385,0,1,-54.969342068201264,-1,0,0,10.0,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.961217,-67.786888,100.0,0.0,511.6625855328385,0,1,-54.969342068201264,-1,0,0,10.0,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962374555819693,-67.78783613989863,423.4558707803326,12.808382274302181,511.6625855328385,0,1,-54.969342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962043468125,-67.78775485618031,447.4578906628103,12.808382274302181,511.6625855328385,0,1,-59.96934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962374555819693,-67.78783613989863,423.4558707803326,12.808382274302181,511.6625855328385,0,1,-54.969342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962043468125,-67.78775485618031,447.4578906628103,12.808382274302181,511.6625855328385,0,1,-59.96934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962374555819693,-67.78783613989863,423.4558707803326,12.808382274302181,511.6625855328385,0,1,-54.969342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962043468125,-67.78775485618031,447.4578906628103,12.808382274302181,511.6625855328385,0,1,-59.96934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962374555819693,-67.78783613989863,423.4558707803326,12.808382274302181,511.6625855328385,0,1,-54.969342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962043468125,-67.78775485618031,447.4578906628103,12.808382274302181,511.6625855328385,0,1,-59.96934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962374555819693,-67.78783613989863,423.4558707803326,12.808382274302181,511.6625855328385,0,1,-54.969342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962043468125,-67.78775485618031,447.4578906628103,12.808382274302181,511.6625855328385,0,1,-59.96934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962127947842728,-67.78777559638182,441.76672520585726,12.80838227430218,511.6625855328385,0,1,-58.71934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.962211315388664,-67.78779606354033,435.86744568115955,12.808382274302181,511.6625855328385,0,1,-57.46934206820125,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
-22.9622935310895,-67.78781624791479,429.76285925140564,12.808382274302183,511.6625855328385,0,1,-56.219342068201264,-1,0,0,1.5,-22.959790710000004,-67.78720174999998,4.47799999970357,0
